code,product_name,countries_en,brands,abbreviated_product_name,generic_name,quantity,ecoscore_score,ecoscore_grade,nutrient_levels_tags,main_category_en,nutriscore_score,nutriscore_grade,nova_group,food_groups_en
3664335002695,Paleta de bellota,France,,,,,,unknown,,,,unknown,,
3664335002732,Chorizo de bellota,France,,,,,,unknown,,,,unknown,,
3664335002770,Florentins chocolat noir et orange,France,,,,,53.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Florentines,27.0,e,,"Sugary snacks,Biscuits and cakes"
3664335002886,Coffret degustation 16 capsules,France,,,,88 g,,unknown,,,,unknown,,
3664335002978,Filet mignon de porc fumé,France,,,,,0.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Pork filet mignon,12.0,d,,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry"
3664335003166,Gambas,France,,,,,22.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Prawns,2.0,b,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335003203,Amandes et noisettes enrobées de chocolat,France,,,,,,unknown,,,,unknown,,
3664335003258,Guatzmala décaféiné rond et fruité,France,,,,,,unknown,,,,unknown,,
3664335003296,Coffret dégustation confiture,France,,,,3 x 45 g,,unknown,,,,unknown,,
3664335003333,Florentins caramel beurre salé et chocolat noir,France,,,,,,unknown,,,,unknown,,
3664335003494,Coffret dégustation chocolat noir,France,L'ORIGINE DU GOÛT,,,,15.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Dark chocolates,18.0,d,4.0,"Sugary snacks,Chocolate products"
3664335003531,Escargots de Bourgogne,France,,,,,,unknown,,,,unknown,,
3664335003692,Foie gras d’oie entier,Réunion,Leclerc,,,125 g,,unknown,,,,unknown,,
3664335003739,Saucisson,France,,,,,,unknown,,,,unknown,,
3664335003883,La carolle de Marguerite Cacao et eclats de chocolat,France,,,,,,unknown,,,,unknown,,
3664335003920,La corolle de marguerite,France,L'origine Du Goût,,,,59.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Biscuits,17.0,d,4.0,"Sugary snacks,Biscuits and cakes"
3664335003968,La corolle de Marguerite,France,,,,,49.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Biscuits,22.0,e,,"Sugary snacks,Biscuits and cakes"
3664335004002,La corolle de Marguerite framboise,France,L'origine Du Goût,,,120 g,62.0,b,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Biscuits,23.0,e,4.0,"Sugary snacks,Biscuits and cakes"
3664335004040,Crevettes élevées a Madagascar,France,,,,,,unknown,,,,unknown,,
3664335004057,MOKRANI,France,,,,,,unknown,,,,unknown,,
3664335004095,Philippines,France,L'ORIGINE DU GOÛT,,,85 g,,unknown,,,,unknown,,
3664335004132,Chocolat noir Tanzanie,France,L'origine Du Goût,,,,15.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Dark chocolates,17.0,d,,"Sugary snacks,Chocolate products"
3664335004170,Chocolat noir,France,,,,,,unknown,,,,unknown,,
3664335004217,OUGANDA CHOCOLAT NOIR CORSÉ ET CACAOTÉ,France,L'origine Du Goût,,,,15.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Dark chocolates,17.0,d,3.0,"Sugary snacks,Chocolate products"
3664335004316,Huile de truffe,France,,,,,,unknown,,,,unknown,,
3664335004392,Saumon atlantique,France,,,,,9.0,e,,Smoked salmons,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335004439,Assortiment pata negra,France,,,,100 g,,unknown,,,,unknown,,
3664335004477,Chiffonnade de jambon cuit à la truffe blanche d'été,France,,,,100 g,,unknown,,,,unknown,,
3664335004552,Assortiment de foie gras,France,,,,,,unknown,,,,unknown,,
3664335004781,Escargot de Bourgogne beurre persillé,France,,,,,,unknown,,,,unknown,,
3664335008826,Confiture extra fraise fève tonka,France,,,,,60.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry jams,11.0,d,,"Sugary snacks,Sweets"
3664335008864,Confiture extra fraise yuzu,France,L'Origine du Goût,,,,60.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Mixed fruit jams,10.0,c,,"Sugary snacks,Sweets"
36643350122,Filets de Colin d'Alaska,France,L'Atelier Poissonnerie,,,,-6.0,e,,fr:filet-de-colin-d-alaska,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish"
3664335020002,Pavés de truite bio,France,,,,,20.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Farmed trouts,-2.0,a,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335020040,Pavés de saumon atlantique,France,,,,250 g,34.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335020088,Crevettes cuites Bio,France,,,,300 g,37.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Shrimps,1.0,b,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335020125,Moules de corde,France,,,,,56.0,c,,Mussels,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335020163,Crevettes cuites,France,L'Atelier Poissonnerie,,,300 g,47.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Cooked shrimps,1.0,b,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335020170,Moules de corde,France,,,,,56.0,c,en:salt-in-low-quantity,fr:moules-de-corde,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335040185,Filet de colin d'alaska,France,,,,,-6.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity",fr:filet-de-colin-d-alaska,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish"
3664335050009,Filets de limande du Nord meunière,France,L'Atelier Poissonnerie,,,200 g,1.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Breaded lemon sole,1.0,b,4.0,"Composite foods,One-dish meals"
3664335050047,Filets de limande du nord,France,L'Atelier du Poissonnier,,,,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",fr:Filets de Limande du nord,1.0,b,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335050085,Filets de colin d'Alaska,France,L'Atelier Poissonnerie,,"Filets de colin d'Alaska MSC meunière, préfrits, cuits - Réfrigérés filets entiers",200 g,15.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Pollock fillets,-1.0,a,4.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish"
3664335050122,Filets de colin d'Alaska,France,L'Atelier Poissonnerie,,"Filets de colin d'Alaska MSC, panés, cuits, refrigérés",220 g,17.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Pollock fillets,-2.0,a,4.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish"
3664335050130,Filet de cabillaud façon fish & chips,France,L’Atelier Poissonnerie,,,220g,15.0,e,,Breaded cod fish,,unknown,4.0,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335050160,Filet de cabillaud façon fish and chips,France,L'ATELIER POISSONNERIE,,,220 g,15.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Breaded cod fish,2.0,b,4.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish"
3664335050207,Pavés de Truite avec peau,France,L'Atelier Poissonnerie,,,250 g,2.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Trouts,-2.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335050245,Filets de truite avec peau,France,L'Atelier Poissonnerie,,,400 g,26.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",fr:Filets de truite,-3.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335050320,Pavés de saumon,France,L'Atelier Poissonnerie,,,250 g,33.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335050368,Pavés de Saumon,France,L'atelier poissonnerie,,,250 g,33.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335050405,Pavés de saumon,France,,,,500 g,33.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335050443,Pavés de saumon,France,L’Atelier Poissonnerie,,,750 g,29.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335050481,Filet de merlan,France,,,,,,unknown,,,,unknown,,
3664335050528,Dos de cabillaud,France,,,,,8.0,e,,fr:dos-de-cabillaud,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish"
3664335050566,Filet de colin,France,,,,250 g,,unknown,,,,unknown,,
3664335050603,Crevettes d’elevage entieres cuites refrigerees,France,,,,,18.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",fr:crevettes-entieres-cuites-refrigerees,5.0,c,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335050726,Éventail de crevettes,France,,,,130 g,,unknown,,,,unknown,,
3664335050788,,France,,,,,,unknown,,,,unknown,,
3664335050849,Sushi,France,,,,,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-high-quantity",Sushis,6.0,c,,"Composite foods,One-dish meals"
3664335050887,Coffret saumon cru,France,,,,,,unknown,,,,unknown,,
3664335050924,L’atelier sushi,France,,,,,,unknown,,,,unknown,,
3664335050962,Coffret MAKIS- 12 pièces,France,,,,,,unknown,,,,unknown,,
3664335051006,Coffret partage - 24 pièces,France,Leclerc,,,,,unknown,,,,unknown,,
3664335051044,filet de lieu noir sans peau et sans arête,France,,,,,22.0,d,,fr:Filets de lieu noir,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335051082,Moule de Bouchot,France,,,,,,unknown,,,,unknown,,
3664335051087,Moules de Bouchot,France,L'Atelier Poissonnerie,,,"1,4 kg",61.0,b,,fr:Moules de Bouchot,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335051167,Pavés de saumon,France,,,,250 g,56.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335051204,Paves de saumon,France,L'Atelier Poissonnerie,,,250 g,34.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-2.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335051327,Crevettes entières et cuites,France,,,,300 g,,unknown,,,,unknown,,
3664335051365,Assortiment de crevettes,France,,,,,,unknown,,,,unknown,,
3664335051402,Crevettes,France,,,,,,unknown,,,,unknown,,
3664335051440,Crevettes entières et cuites,France,,,,,,unknown,,,,unknown,,
3664335051488,Crevettes entières et cuites,France,L'atelier Poissonnerie,,,,33.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Shrimps,5.0,c,3.0,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335051525,Crevettes entières et cuites,France,L'ATELIER POISSONNERIE,,,500 g,28.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Cooked Prawns,5.0,c,3.0,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335051600,Crevettes d’elevage,France,,,,,18.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Shrimps,5.0,c,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335051648,Crevettes entière et cuites,France,,,,,28.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Shrimps,5.0,c,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335051686,Filet de saumon,France,,,,,29.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon fillets,-1.0,a,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335051693,Filet de saumon avec peau et sans arete,France,L'Atelier Poissonnerie,,,,29.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon fillets,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335051709,Pavés de saumon,France,,,,280 g,29.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335051716,Cœur de filet de saumon,France,L’atelier poissonnerie,,,200 g,29.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmons from farming,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335051778,Jambon Serrano,France,L'Atelier charcutrie,,,120 g,3.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Serrano ham,16.0,d,4.0,"Fish‚ Meat‚ Eggs,Processed meat"
3664335051815,Jambon de Bayonne,France,L’atelier charcuterie,,,100 g,30.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Bayonne ham,19.0,e,,"Fish‚ Meat‚ Eggs,Processed meat"
3664335051853,Pavé aux noisettes,France,,,,100 g,,unknown,,,,unknown,,
3664335051891,Plateau Espagnol,France,,,,,,unknown,,,,unknown,,
3664335051938,Viande des Grisons,France,,,,80 g,,unknown,,,,unknown,,
3664335051976,Pave au poivre vert,France,,,,,,unknown,,,,unknown,,
3664335052010,ROSETTE TRANCHEE SUPÉRIEURE,France,"L’atelier charcuterie, Scarmark (E-Leclerc)",,,100g,51.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",fr:rosette-tranchee,19.0,e,4.0,"Fish‚ Meat‚ Eggs,Processed meat"
3664335052058,Jambon sec italien,France,,,,,,unknown,,,,unknown,,
3664335052096,Jambon sec,France,,,,,,unknown,,,,unknown,,
3664335052133,Plateau italien,France,,,,,,unknown,,,,unknown,,
3664335052171,Chiffonnades jambon sec et provola fumée,France,,,,150 g,,unknown,,,,unknown,,
3664335052218,Chèvre frais,France,Leclerc,,,,,unknown,,,,unknown,,
366433505221802,chevre frais à tartiner,France,l\'atelier fromagerie,,,,,unknown,,,,unknown,,
3664335052256,Petits chèvres frais,France,Atelier fromagerie,,,2 x 50 g,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Frozen foods,15.0,d,3.0,
3664335052294,Bûche de chèvre frais cendree,France,,,,,32.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Cheese buche from goat's milk,11.0,d,4.0,"Milk and dairy products,Cheese"
3664335052379,Croissant jambon fromage,France,,,,,,unknown,,,,unknown,,
3664335052416,Bouchées à la reine,France,,,,,,unknown,,,,unknown,4.0,
3664335052454,Friands à la viande,France,,,,,27.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Meat in puff pastry,16.0,d,,"Composite foods,One-dish meals"
3664335052492,Quiches Lorraines,France,,,,,53.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Lorraine quiche,18.0,d,,"Composite foods,Pizza pies and quiches"
3664335052539,Deux roulés au fromage,France,L’atelier traiteur,,,,,unknown,,,,unknown,,
3664335052577,Feuilletés jambon emmetal,France,L’atelier traiteur,,,,,unknown,,,,unknown,,
3664335052652,Croque monsieur jambon fromage,France,,,,2 x 140 g,,unknown,,,,unknown,,
3664335052690,Beignets de crevettes panés,France,,,,,,unknown,,,,unknown,,
3664335052737,Galette Jambon Emmental,France,l'atelier traiteur Leclerc,,,190,,unknown,,,,unknown,,
3664335052775,Galette lardons chèvre,France,L Atelier Traiteur,,,,,unknown,,,,unknown,,
3664335052812,L’Atelier Traiteur,France,,,,,,unknown,,,,unknown,,
3664335052850,Samossa Boeuf Curry,France,L'atelier Traiteur,,,,,unknown,,,,unknown,,
3664335052898,Râpés de pommes de terre aux lardons et oignons,France,,,,,,unknown,,,,unknown,,
3664335052935,Lasagnes à la bolognaise,France,,,,,33.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Bolognese lasagne,2.0,b,,"Composite foods,One-dish meals"
3664335052973,Pommes dauphines,Belgium,,,,,,unknown,,,,unknown,,
3664335053017,Hachis parmentier,France,,,,,8.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Shepherd's pie,3.0,c,,"Composite foods,One-dish meals"
3664335053055,Parmentier de canard,France,,,,,,unknown,,,,unknown,,
3664335053093,Gratin dauphinois,France,,,,,75.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Dauphiné-style creamed potatoes au gratin,9.0,c,,"Composite foods,One-dish meals"
3664335053130,Gratin de courgettes,France,L’atelier traiteur,,,,70.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Vegetable gratins,11.0,d,,"Composite foods,One-dish meals"
3664335053178,Paella royale,France,Leclerc,,,900 g,52.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Paella,0.0,b,,"Composite foods,One-dish meals"
3664335053284,Couscous,France,,,,,,unknown,,,,unknown,,
3664335053321,Chorizo doux,Switzerland,,,,100 g,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Cured sausages,25.0,e,,"Fish‚ Meat‚ Eggs,Processed meat"
3664335053369,Chorizo en tranches fines,France,,,,,,unknown,,,,unknown,,
3664335053444,l'atelier traîteur,France,,,,,,unknown,,,,unknown,,
3664335053482,Foie gras de cannard entier du sud-ouest,France,,,,,,unknown,,,,unknown,,
3664335053529,Nems au porc,France,Leclerc,,,,31.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Pork nems,7.0,c,,"Salty snacks,Appetizers"
3664335053567,Cake Jambon olives,France,,,,,,unknown,,,,unknown,,
3664335053604,Cake courgette chèvre,France,,,,,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Vegetable cakes,12.0,d,,
3664335053642,Raclette,France,,,,,34.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Raclette,15.0,d,,"Milk and dairy products,Cheese"
3664335053680,Raclette aux 3 poivres,France,,,,,34.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Raclette,15.0,d,,"Milk and dairy products,Cheese"
3664335053727,Fromage raclette fumée,France,L’atelier fromagerie,,,,34.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Raclette,15.0,d,,"Milk and dairy products,Cheese"
3664335053802,Raclette à l’oignon,France,L’atelier fromagerie,,,,,unknown,,,,unknown,,
3664335053840,"Poulet, écrasé de pommes de terre aux champignons de Paris",France,Leclerc,,,300g,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Fresh meals,0.0,b,4.0,"Composite foods,One-dish meals"
3664335053888,Saumon Tagliatelles,France,,,,,,unknown,,,,unknown,,
3664335053925,Rosace de crevettes,France,,,,,,unknown,,,,unknown,,
3664335053932,Gambas entière et cuite,France,,,,,,unknown,,,,unknown,,
3664335053949,Gambas,France,,,,500 g,,unknown,,,,unknown,,
3664335053963,Gambas,France,,,,,28.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Shrimps,5.0,c,,"Fish‚ Meat‚ Eggs,Fish and seafood"
3664335054069,Escalopes de saumon,France,,,,400 g,,unknown,,,,unknown,,
3664335054076,Bâtonnets de saumon,France,,,,240 g,,unknown,,,,unknown,,
3664335054090,Bouchées de Saumon,France,,,,250 g,,unknown,,,,unknown,,
3664335054106,Escalope de saumon,France,,,,200 g,,unknown,,,,unknown,,
3664335054113,Sushi,France,,,,,,unknown,,,,unknown,,
3664335054120,sushi,France,,,,,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Sushis,6.0,c,,"Composite foods,One-dish meals"
3664335054137,Sushis,France,,,,,,unknown,,,,unknown,,
3664335054151,Makis sushis,France,,,,,,unknown,,,,unknown,,
3664335054168,L'atelier sushi,France,,,,,,unknown,,,,unknown,,
3664335054205,Salade strasbourgeoise,France,L'atelier Traiteur,,,,,unknown,,,,unknown,,
3664335054243,Salade César,France,,,,,,unknown,,,,unknown,,
3664335054281,Concombre yaourt à la grecque pointe de menthe,France,L'ATELIER TRAITEUR,,,300 g,,unknown,,,,unknown,4.0,
3664335054328,Céleri rémoulade,France,,,,,73.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Celeriac in remoulade sauce,2.0,b,,
3664335054366,Carottes râpées,France,,,,,75.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",Grated carrots,-3.0,a,,"Fruits and vegetables,Vegetables"
3664335054403,Taboulé à l’orientale,France,LECLERC ATELIER TRAITEUR,,,300 g,75.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Eastern tabbouleh,6.0,c,4.0,"Composite foods,One-dish meals"
3664335054441,Tamoulé au poulet,France,,,,,59.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Chicken Tabbouleh,-2.0,a,,"Composite foods,One-dish meals"
3664335054489,Mini penne thon tomates,France,,,,,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Meals,0.0,b,,"Composite foods,One-dish meals"
3664335054526,Salade trio chou jambon comté,France,,,,,,unknown,,,,unknown,,
3664335054564,Salade Piémontaise,France,,,,,38.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Piemontese salads with ham,4.0,c,,"Composite foods,One-dish meals"
3664335054601,Verrines crevettes,France,,,,4 x 45 g,,unknown,,,,unknown,,
3664335054649,Verrines saumon,France,,,,,,unknown,,,,unknown,,
3664335054687,Gougeres,France,,,,,45.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Small cheese chou,16.0,d,,"Composite foods,One-dish meals"
3664335054816,Bouchees fruits de mer,France,,,,,,unknown,,,,unknown,,
3664335054861,Raclette,France,,,,,,unknown,,,,unknown,,
3664335055158,Pavés de saumon,France,L'Atelier Poissonnerie,,,500 g,40.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335055165,Pavés de Saumon,France,L'Atelier Poissonnerie,,,250 g,19.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Salmon steaks,-1.0,a,1.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3664335055233,filet de limande,France,l\'atelier poissnnerie,,,,,unknown,,,,unknown,,
3664335055264,Filet de bar,France,L'Atelier Poissonnerie,,,180 g,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Bass,-3.0,a,,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish"
3664335055271,Filet de dorade royale,France,,,,,,unknown,,,,unknown,,
3664335055608,Crevettes cuites et marinées Ail & fines herbes,France,,,,100 g,,unknown,,,,unknown,,
3664335055615,Crevettes cuites & marinées à la provençale,France,,,,100 g,,unknown,,,,unknown,,
